label,"transform  {A:7.320508075688773, B:12.679491924311227}",angle,transform[0].x,transform[0].y,transform[1].x,transform[1].y,transform[2].x,transform[2].y
"Pi","((-10.5)*A + (35.0)*B*√3)-((57.0)*B + (62.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,691.788013152589,-1515.1992849551916
"Phi","((-12.0)*A + (35.0)*B*√3)-((57.0)*B + (62.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,680.8072510390558,-1508.859538993036
"Gamma1","((-12.0)*A + (33.5)*B*√3)-((55.5)*B + (61.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,647.8649646984563,-1477.1608091822577
"Gamma2","((-13.5)*A + (34.5)*B*√3)-((55.5)*B + (62.5)*A*√3)*i",-90,0.0,-1.0,1.0,0.0,658.8457268119895,-1496.1800470687247
"Psi","((-18.0)*A + (34.5)*B*√3)-((61.5)*B + (65.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,625.90344047139,-1603.9557284253701
"Delta","((-16.5)*A + (34.5)*B*√3)-((61.5)*B + (65.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,636.8842025849232,-1610.2954743875257
"Pi","((-18.0)*A + (35.0)*B*√3)-((63.0)*B + (66.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,636.8842025849232,-1635.654458236148
"Phi","((-16.5)*A + (35.0)*B*√3)-((63.0)*B + (65.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,647.8649646984563,-1629.3147122739924
"Sigma","((-16.5)*A + (35.0)*B*√3)-((63.0)*B + (64.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,647.8649646984563,-1616.6352203496813
"Psi","((-15.0)*A + (35.5)*B*√3)-((61.5)*B + (65.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,669.8264889255227,-1603.9557284253701
"Phi","((-16.5)*A + (35.5)*B*√3)-((61.5)*B + (64.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,658.8457268119895,-1597.6159824632146
"Gamma1","((-16.5)*A + (34.0)*B*√3)-((60.0)*B + (63.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,625.9034404713901,-1565.9172526524364
"Gamma2","((-18.0)*A + (35.0)*B*√3)-((60.0)*B + (65.0)*A*√3)*i",-90,0.0,-1.0,1.0,0.0,636.8842025849232,-1584.9364905389034
"Psi","((-18.0)*A + (32.5)*B*√3)-((58.5)*B + (61.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,581.9803920172575,-1515.1992849551916
"Delta","((-18.0)*A + (32.5)*B*√3)-((58.5)*B + (62.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,581.9803920172575,-1527.8787768795028
"Psi","((-19.5)*A + (32.0)*B*√3)-((60.0)*B + (61.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,560.018867790191,-1540.558268803814
"Phi","((-18.0)*A + (32.0)*B*√3)-((60.0)*B + (62.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,570.9996299037242,-1546.8980147659695
"Sigma","((-16.5)*A + (32.0)*B*√3)-((60.0)*B + (61.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,581.9803920172574,-1540.558268803814
"Pi","((-16.5)*A + (33.0)*B*√3)-((60.0)*B + (62.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,603.9419162443237,-1553.237760728125
"Phi","((-16.5)*A + (33.0)*B*√3)-((60.0)*B + (61.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,603.9419162443237,-1540.558268803814
"Gamma1","((-15.0)*A + (33.0)*B*√3)-((57.0)*B + (61.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,614.9226783578569,-1496.1800470687247
"Gamma2","((-18.0)*A + (33.5)*B*√3)-((58.5)*B + (61.0)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,603.9419162443237,-1515.1992849551916
"Xi","((-12.0)*A + (33.0)*B*√3)-((54.0)*B + (59.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,636.8842025849232,-1432.7825874471687
"Delta","((-13.5)*A + (33.0)*B*√3)-((54.0)*B + (59.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,625.90344047139,-1439.1223334093243
"Xi","((-13.5)*A + (32.0)*B*√3)-((54.0)*B + (58.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,603.9419162443237,-1426.4428414850129
"Phi","((-13.5)*A + (32.0)*B*√3)-((54.0)*B + (59.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,603.9419162443237,-1439.1223334093243
"Sigma","((-12.0)*A + (32.0)*B*√3)-((54.0)*B + (60.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,614.9226783578569,-1445.4620793714798
"Pi","((-13.5)*A + (32.5)*B*√3)-((55.5)*B + (60.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,614.922678357857,-1470.8210632201021
"Lambda","((-12.0)*A + (32.5)*B*√3)-((55.5)*B + (60.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,625.9034404713901,-1464.4813172579466
"Gamma1","((-10.5)*A + (34.0)*B*√3)-((54.0)*B + (60.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,669.8264889255228,-1451.8018253336354
"Gamma2","((-12.0)*A + (33.5)*B*√3)-((55.5)*B + (59.0)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,647.8649646984563,-1451.8018253336354
"Psi","((-13.5)*A + (30.5)*B*√3)-((52.5)*B + (55.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,570.9996299037242,-1369.3851278256125
"Delta","((-15.0)*A + (30.5)*B*√3)-((52.5)*B + (56.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,560.018867790191,-1375.724873787768
"Xi","((-15.0)*A + (29.5)*B*√3)-((52.5)*B + (55.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,538.0573435631248,-1363.045381863457
"Phi","((-15.0)*A + (29.5)*B*√3)-((52.5)*B + (56.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,538.0573435631248,-1375.724873787768
"Sigma","((-13.5)*A + (29.5)*B*√3)-((52.5)*B + (56.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,549.038105676658,-1382.0646197499236
"Psi","((-15.0)*A + (30.0)*B*√3)-((54.0)*B + (57.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,549.0381056766579,-1407.423603598546
"Phi","((-13.5)*A + (30.0)*B*√3)-((54.0)*B + (56.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,560.018867790191,-1401.0838576363903
"Gamma1","((-12.0)*A + (31.5)*B*√3)-((52.5)*B + (57.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,603.9419162443237,-1388.4043657120792
"Gamma2","((-13.5)*A + (31.0)*B*√3)-((54.0)*B + (55.5)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,581.9803920172575,-1388.4043657120792
"Psi","((-7.5)*A + (33.0)*B*√3)-((51.0)*B + (57.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,669.8264889255227,-1375.724873787768
"Delta","((-9.0)*A + (33.0)*B*√3)-((51.0)*B + (57.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,658.8457268119895,-1369.3851278256125
"Psi","((-7.5)*A + (32.5)*B*√3)-((49.5)*B + (56.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,658.8457268119896,-1344.02614397699
"Phi","((-9.0)*A + (32.5)*B*√3)-((49.5)*B + (57.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,647.8649646984564,-1350.3658899391455
"Sigma","((-9.0)*A + (32.5)*B*√3)-((49.5)*B + (58.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,647.8649646984564,-1363.045381863457
"Pi","((-10.5)*A + (32.0)*B*√3)-((51.0)*B + (57.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,625.90344047139,-1375.724873787768
"Phi","((-9.0)*A + (32.0)*B*√3)-((51.0)*B + (58.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,636.8842025849232,-1382.0646197499236
"Gamma1","((-9.0)*A + (33.5)*B*√3)-((52.5)*B + (59.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,669.8264889255227,-1413.7633495607017
"Gamma2","((-7.5)*A + (32.5)*B*√3)-((52.5)*B + (57.5)*A*√3)*i",90,0.0,1.0,-1.0,0.0,658.8457268119896,-1394.7441116742348
"Pi","((-9.0)*A + (34.5)*B*√3)-((52.5)*B + (60.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,691.788013152589,-1426.4428414850129
"Delta","((-9.0)*A + (34.5)*B*√3)-((52.5)*B + (61.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,691.788013152589,-1439.1223334093243
"Theta","((-9.0)*A + (34.0)*B*√3)-((54.0)*B + (61.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,680.8072510390559,-1458.141571295791
"Sigma","((-7.5)*A + (34.0)*B*√3)-((54.0)*B + (60.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,691.7880131525891,-1451.8018253336354
"Xi","((-7.5)*A + (35.0)*B*√3)-((54.0)*B + (61.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,713.7495373796553,-1464.4813172579466
"Phi","((-7.5)*A + (35.0)*B*√3)-((54.0)*B + (60.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,713.7495373796553,-1451.8018253336354
"Gamma1","((-6.0)*A + (35.0)*B*√3)-((51.0)*B + (60.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,724.7302994931885,-1407.423603598546
"Gamma2","((-9.0)*A + (35.5)*B*√3)-((52.5)*B + (60.0)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,713.7495373796553,-1426.4428414850129
"Psi","((-21.0)*A + (37.0)*B*√3)-((69.0)*B + (71.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,658.8457268119895,-1775.1288694035716
"Delta","((-19.5)*A + (37.0)*B*√3)-((69.0)*B + (70.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,669.8264889255227,-1768.789123441416
"Psi","((-19.5)*A + (38.0)*B*√3)-((69.0)*B + (71.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,691.788013152589,-1781.4686153657271
"Phi","((-19.5)*A + (38.0)*B*√3)-((69.0)*B + (70.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,691.788013152589,-1768.789123441416
"Sigma","((-21.0)*A + (38.0)*B*√3)-((69.0)*B + (70.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,680.8072510390558,-1762.4493774792604
"Psi","((-19.5)*A + (37.5)*B*√3)-((67.5)*B + (69.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,680.8072510390558,-1737.0903936306381
"Phi","((-21.0)*A + (37.5)*B*√3)-((67.5)*B + (70.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,669.8264889255227,-1743.4301395927937
"Gamma1","((-22.5)*A + (36.0)*B*√3)-((69.0)*B + (69.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,625.90344047139,-1756.1096315171048
"Gamma2","((-21.0)*A + (36.5)*B*√3)-((67.5)*B + (71.0)*A*√3)*i",-30,0.8660254037844386,-0.5,0.5,0.8660254037844386,647.8649646984563,-1756.1096315171048
"Xi","((-27.0)*A + (34.5)*B*√3)-((70.5)*B + (69.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,560.018867790191,-1768.789123441416
"Delta","((-25.5)*A + (34.5)*B*√3)-((70.5)*B + (69.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,570.9996299037242,-1775.1288694035716
"Xi","((-27.0)*A + (35.0)*B*√3)-((72.0)*B + (70.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,570.9996299037242,-1800.487853252194
"Phi","((-25.5)*A + (35.0)*B*√3)-((72.0)*B + (69.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,581.9803920172574,-1794.1481072900385
"Sigma","((-25.5)*A + (35.0)*B*√3)-((72.0)*B + (68.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,581.9803920172574,-1781.4686153657271
"Pi","((-24.0)*A + (35.5)*B*√3)-((70.5)*B + (69.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,603.9419162443237,-1768.789123441416
"Phi","((-25.5)*A + (35.5)*B*√3)-((70.5)*B + (68.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,592.9611541307905,-1762.4493774792604
"Gamma1","((-25.5)*A + (34.0)*B*√3)-((69.0)*B + (67.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,560.0188677901912,-1730.7506476684823
"Gamma2","((-27.0)*A + (35.0)*B*√3)-((69.0)*B + (69.0)*A*√3)*i",-90,0.0,-1.0,1.0,0.0,570.9996299037242,-1749.7698855549493
"Psi","((-31.5)*A + (35.0)*B*√3)-((75.0)*B + (71.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,538.0573435631247,-1857.5455669115945
"Delta","((-30.0)*A + (35.0)*B*√3)-((75.0)*B + (72.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,549.0381056766579,-1863.8853128737503
"Psi","((-31.5)*A + (35.5)*B*√3)-((76.5)*B + (72.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,549.0381056766579,-1889.2442967223728
"Phi","((-30.0)*A + (35.5)*B*√3)-((76.5)*B + (72.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,560.018867790191,-1882.9045507602173
"Sigma","((-30.0)*A + (35.5)*B*√3)-((76.5)*B + (71.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,560.018867790191,-1870.2250588359059
"Psi","((-28.5)*A + (36.0)*B*√3)-((75.0)*B + (71.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,581.9803920172574,-1857.5455669115945
"Phi","((-30.0)*A + (36.0)*B*√3)-((75.0)*B + (71.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,570.9996299037242,-1851.205820949439
"Gamma1","((-30.0)*A + (34.5)*B*√3)-((73.5)*B + (70.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,538.0573435631247,-1819.507091138661
"Gamma2","((-31.5)*A + (35.5)*B*√3)-((73.5)*B + (71.5)*A*√3)*i",-90,0.0,-1.0,1.0,0.0,549.0381056766579,-1838.5263290251278
"Psi","((-31.5)*A + (33.0)*B*√3)-((72.0)*B + (67.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,494.1342951089921,-1768.789123441416
"Delta","((-31.5)*A + (33.0)*B*√3)-((72.0)*B + (68.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,494.1342951089921,-1781.4686153657271
"Psi","((-33.0)*A + (32.5)*B*√3)-((73.5)*B + (68.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,472.1727708819259,-1794.1481072900385
"Phi","((-31.5)*A + (32.5)*B*√3)-((73.5)*B + (68.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,483.15353299545905,-1800.487853252194
"Sigma","((-30.0)*A + (32.5)*B*√3)-((73.5)*B + (68.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,494.1342951089922,-1794.1481072900385
"Pi","((-30.0)*A + (33.5)*B*√3)-((73.5)*B + (69.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,516.0958193360584,-1806.8275992143497
"Phi","((-30.0)*A + (33.5)*B*√3)-((73.5)*B + (68.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,516.0958193360584,-1794.1481072900385
"Gamma1","((-28.5)*A + (33.5)*B*√3)-((70.5)*B + (67.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,527.0765814495916,-1749.7698855549493
"Gamma2","((-31.5)*A + (34.0)*B*√3)-((72.0)*B + (67.5)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,516.0958193360585,-1768.789123441416
"Xi","((-25.5)*A + (33.5)*B*√3)-((67.5)*B + (65.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,549.0381056766579,-1686.372425933393
"Delta","((-27.0)*A + (33.5)*B*√3)-((67.5)*B + (66.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,538.0573435631247,-1692.7121718955486
"Xi","((-27.0)*A + (32.5)*B*√3)-((67.5)*B + (65.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,516.0958193360585,-1680.0326799712375
"Phi","((-27.0)*A + (32.5)*B*√3)-((67.5)*B + (66.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,516.0958193360585,-1692.7121718955486
"Sigma","((-25.5)*A + (32.5)*B*√3)-((67.5)*B + (66.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,527.0765814495917,-1699.0519178577042
"Pi","((-27.0)*A + (33.0)*B*√3)-((69.0)*B + (67.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,527.0765814495916,-1724.4109017063267
"Lambda","((-25.5)*A + (33.0)*B*√3)-((69.0)*B + (66.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,538.0573435631247,-1718.0711557441712
"Gamma1","((-24.0)*A + (34.5)*B*√3)-((67.5)*B + (67.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,581.9803920172574,-1705.3916638198598
"Gamma2","((-25.5)*A + (34.0)*B*√3)-((69.0)*B + (65.5)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,560.0188677901912,-1705.3916638198598
"Psi","((-27.0)*A + (31.0)*B*√3)-((66.0)*B + (62.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,483.15353299545905,-1622.9749663118369
"Delta","((-28.5)*A + (31.0)*B*√3)-((66.0)*B + (62.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,472.1727708819259,-1629.3147122739924
"Psi","((-28.5)*A + (30.0)*B*√3)-((66.0)*B + (61.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,450.21124665485945,-1616.6352203496813
"Phi","((-28.5)*A + (30.0)*B*√3)-((66.0)*B + (62.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,450.21124665485945,-1629.3147122739924
"Sigma","((-27.0)*A + (30.0)*B*√3)-((66.0)*B + (63.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,461.1920087683926,-1635.654458236148
"Psi","((-28.5)*A + (30.5)*B*√3)-((67.5)*B + (63.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,461.1920087683926,-1661.0134420847708
"Phi","((-27.0)*A + (30.5)*B*√3)-((67.5)*B + (63.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,472.17277088192577,-1654.673696122615
"Gamma1","((-25.5)*A + (32.0)*B*√3)-((66.0)*B + (63.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,516.0958193360584,-1641.9942041983038
"Gamma2","((-27.0)*A + (31.5)*B*√3)-((67.5)*B + (62.0)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,494.1342951089921,-1641.9942041983038
"Psi","((-21.0)*A + (33.5)*B*√3)-((64.5)*B + (64.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,581.9803920172574,-1629.3147122739924
"Delta","((-22.5)*A + (33.5)*B*√3)-((64.5)*B + (63.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,570.9996299037242,-1622.9749663118369
"Psi","((-21.0)*A + (33.0)*B*√3)-((63.0)*B + (63.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,570.9996299037242,-1597.6159824632146
"Phi","((-22.5)*A + (33.0)*B*√3)-((63.0)*B + (63.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,560.018867790191,-1603.9557284253701
"Sigma","((-22.5)*A + (33.0)*B*√3)-((63.0)*B + (64.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,560.018867790191,-1616.6352203496813
"Pi","((-24.0)*A + (32.5)*B*√3)-((64.5)*B + (64.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,538.0573435631248,-1629.3147122739924
"Phi","((-22.5)*A + (32.5)*B*√3)-((64.5)*B + (64.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,549.038105676658,-1635.654458236148
"Gamma1","((-22.5)*A + (34.0)*B*√3)-((66.0)*B + (65.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,581.9803920172575,-1667.3531880469263
"Gamma2","((-21.0)*A + (33.0)*B*√3)-((66.0)*B + (64.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,570.9996299037242,-1648.3339501604594
"Pi","((-22.5)*A + (35.0)*B*√3)-((66.0)*B + (66.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,603.9419162443237,-1680.0326799712375
"Delta","((-22.5)*A + (35.0)*B*√3)-((66.0)*B + (67.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,603.9419162443237,-1692.7121718955486
"Theta","((-22.5)*A + (34.5)*B*√3)-((67.5)*B + (67.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,592.9611541307905,-1711.7314097820154
"Sigma","((-21.0)*A + (34.5)*B*√3)-((67.5)*B + (67.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,603.9419162443237,-1705.3916638198598
"Xi","((-21.0)*A + (35.5)*B*√3)-((67.5)*B + (68.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,625.90344047139,-1718.0711557441712
"Phi","((-21.0)*A + (35.5)*B*√3)-((67.5)*B + (67.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,625.90344047139,-1705.3916638198598
"Gamma1","((-19.5)*A + (35.5)*B*√3)-((64.5)*B + (66.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,636.8842025849232,-1661.0134420847708
"Gamma2","((-22.5)*A + (36.0)*B*√3)-((66.0)*B + (66.5)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,625.90344047139,-1680.0326799712375
"Psi","((41.5)*B*√3)-((55.5)*B + (69.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,911.4032554232522,-1578.5967445767476
"Delta","((41.5)*B*√3)-((55.5)*B + (68.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,911.4032554232522,-1565.9172526524364
"Psi","((1.5)*A + (42.0)*B*√3)-((54.0)*B + (68.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,933.3647796503185,-1553.237760728125
"Phi","((42.0)*B*√3)-((54.0)*B + (68.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,922.3840175367853,-1546.8980147659695
"Sigma","((-1.5)*A + (42.0)*B*√3)-((54.0)*B + (68.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,911.4032554232522,-1553.237760728125
"Psi","((-1.5)*A + (41.0)*B*√3)-((54.0)*B + (67.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,889.441731196186,-1540.558268803814
"Phi","((-1.5)*A + (41.0)*B*√3)-((54.0)*B + (68.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,889.441731196186,-1553.237760728125
"Gamma1","((-3.0)*A + (41.0)*B*√3)-((57.0)*B + (69.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,878.4609690826528,-1597.6159824632146
"Gamma2","((40.5)*B*√3)-((55.5)*B + (69.0)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,889.4417311961859,-1578.5967445767476
"Xi","((-6.0)*A + (41.0)*B*√3)-((60.0)*B + (71.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,856.4994448555865,-1661.0134420847708
"Delta","((-4.5)*A + (41.0)*B*√3)-((60.0)*B + (70.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,867.4802069691196,-1654.6736961226152
"Xi","((-4.5)*A + (42.0)*B*√3)-((60.0)*B + (71.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,889.4417311961859,-1667.3531880469263
"Phi","((-4.5)*A + (42.0)*B*√3)-((60.0)*B + (70.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,889.4417311961859,-1654.6736961226152
"Sigma","((-6.0)*A + (42.0)*B*√3)-((60.0)*B + (70.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,878.4609690826527,-1648.3339501604594
"Pi","((-4.5)*A + (41.5)*B*√3)-((58.5)*B + (69.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,878.4609690826527,-1622.9749663118369
"Phi","((-6.0)*A + (41.5)*B*√3)-((58.5)*B + (70.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,867.4802069691195,-1629.3147122739924
"Gamma1","((-7.5)*A + (40.0)*B*√3)-((60.0)*B + (69.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,823.5571585149869,-1641.9942041983038
"Gamma2","((-6.0)*A + (40.5)*B*√3)-((58.5)*B + (71.0)*A*√3)*i",-30,0.8660254037844386,-0.5,0.5,0.8660254037844386,845.5186827420532,-1641.9942041983038
"Psi","((-4.5)*A + (43.5)*B*√3)-((61.5)*B + (74.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,922.3840175367853,-1724.4109017063267
"Delta","((-3.0)*A + (43.5)*B*√3)-((61.5)*B + (74.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,933.3647796503185,-1718.0711557441712
"Psi","((-3.0)*A + (44.5)*B*√3)-((61.5)*B + (75.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,955.3263038773848,-1730.7506476684825
"Phi","((-3.0)*A + (44.5)*B*√3)-((61.5)*B + (74.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,955.3263038773848,-1718.0711557441712
